Incident ID ,Offence Code,CR Number,Dispatch Date / Time,NIBRS Code,Victims,Crime Name,Police District Name,Block Address,City,State,Zip Code,Agency,Place,Sector,Beat,PRA,Address Number,Street Name,Street Type,Start_Date_Time,End_Date_Time,Latitude,Longitude,Police District Number,Location
201350612,2305,210042920,10/25/2021 11:21:42 AM,23F,1,Theft From Motor Vehicle,BETHESDA,10000 BLK  OAKLYN DR,POTOMAC,MD,20854,MCPD,Parking Lot - Other,E,2.00E+04,211,10000,OAKLYN,DR,10/23/2021 02:00:00 PM,10/23/2021 02:30:00 PM,38.98824,-77.2035,2D,"(38.9882, -77.2035)"
201350612,2699,210042920,10/25/2021 11:21:42 AM,26A,1,False Pretenses/Swindle/Confidence Game,BETHESDA,10000 BLK  OAKLYN DR,POTOMAC,MD,20854,MCPD,Retail - Department/Discount Store,E,2.00E+04,211,10000,OAKLYN,DR,10/23/2021 02:00:00 PM,10/23/2021 02:30:00 PM,38.98824,-77.2035,2D,"(38.9882, -77.2035)"
201347548,3562,210039020,10/01/2021 17:43,35A,1,Drug/Narcotic Violations,MONTGOMERY VILLAGE,,MONTGOMERY VILLAGE,MD,20886,MCPD,Street - In vehicle,R,6R2,546,,MONTGOMERY VILLAGE,AVE,10/01/2021 15:25,10/01/2021 0:00,0,0,6D,"(0.0, 0.0)"
201334686,2205,210022898,06/15/2021 04:27:35 PM,220,1,Burglary/Breaking and Entering,WHEATON,2400 BLK  BLUERIDGE AVE,SILVER SPRING,MD,20902,MCPD,Commercial - Office Building,L,4L2,355,2400,BLUERIDGE,AVE,06/15/2021 04:27:00 PM,,39.04300504,-77.04998119,4D,"(39.043, -77.05)"
201363475,2610,220005491,02/08/2022 15:21,26F,1,Identity Theft,ROCKVILLE,8400 BLK  BELLS RIDGE TER,POTOMAC,MD,20854,MCPD,Other/Unknown,B,1B1,221,8400,BELLS RIDGE,TER,02/08/2022 15:27,,39.03364,-77.169,1D,"(39.0336, -77.169)"
201364950,5404,220007211,02/18/2022 05:35:07 PM,90D,1,Driving Under the Influence,SILVER SPRING,,SILVER SPRING,MD,20904,MCPD,Street - In vehicle,I,3I1,147,,COLUMBIA,PIK,02/18/2022 05:32:00 PM,,0,0,3D,"(0.0, 0.0)"
201362113,2902,220003686,01/27/2022 06:43:22 PM,290,1,Destruction/Damage/Vandalism of Property,WHEATON,3100 BLK  MEDWAY ST,SILVER SPRING,MD,20902,MCPD,Parking Lot - County,L,4L1,328,3100,MEDWAY,ST,01/27/2022 06:43:00 PM,,39.051,-77.0643,4D,"(39.051, -77.0643)"
201325750,2902,210012100,03/31/2021 10:41:06 PM,290,1,Destruction/Damage/Vandalism of Property,SILVER SPRING,2300 BLK  BROADBIRCH DR,SILVER SPRING,MD,20904,MCPD,Parking Lot - Commercial,I,3I1,146,2300,BROADBIRCH,DR,03/31/2021 10:41:00 PM,,39.05561434,-76.96178745,3D,"(39.0556, -76.9618)"
201347574,9199,210039057,10/01/2021 19:47,90Z,1,All Other Offenses,BETHESDA,7700 BLK  SCOTLAND DR,POTOMAC,MD,20854,MCPD,Residence - Single Family,E,2.00E+03,520,7700,SCOTLAND,DR,10/01/2021 19:47,,39.03132,-77.1587,2D,"(39.0313, -77.1587)"
201350655,1199,210043004,10/25/2021 06:22:02 PM,11D,1,Fondling,SILVER SPRING,600 BLK  UNIVERSITY BLV E,SILVER SPRING,MD,20901,MCPD,Convenience Store,H,3H1,133,600,UNIVERSITY,BLV,10/25/2021 06:22:00 PM,,39.00245,-76.9956,3D,"(39.0025, -76.9956)"
201338893,1314,210028213,07/21/2021 12:39:08 PM,13A,1,Aggravated Assault,SILVER SPRING,1  BLK E WAYNE AVE,SILVER SPRING,MD,20901,MCPD,Street - In vehicle,H,3H1,126,1,WAYNE,AVE,07/21/2021 12:39:00 PM,,38.99964066,-77.01061327,3D,"(38.9996, -77.0106)"
201371524,9199,220013526,03/30/2022 11:15:40 AM,90Z,1,All Other Offenses,MONTGOMERY VILLAGE,100 BLK  EDISON PARK DR,GAITHERSBURG,MD,20878,MCPD,Government Building,P,6P2,450,100,EDISON PARK,DR,03/30/2022 12:00:00 AM,03/30/2022 12:00:00 AM,39.11304,-77.2363,6D,"(39.113, -77.2363)"
201340564,2305,210030280,08/04/2021 15:36,23F,1,Theft From Motor Vehicle,BETHESDA,7100 BLK  WOODMONT AVE,CHEVY CHASE,MD,20815,MCPD,Parking Garage - County,D,2D2,31,7100,WOODMONT,AVE,08/04/2021 14:40,08/04/2021 15:05,38.97993,-77.0929,2D,"(38.9799, -77.0929)"
201355593,9201,210049258,12/04/2021 15:43,90Z,1,All Other Offenses,ROCKVILLE,300 BLK  HOWARD AVE,ROCKVILLE,MD,20850,RCPD,Residence - Single Family,A,1A3,283,300,HOWARD,AVE,12/04/2021 15:43,,39.09035,-77.1489,1D,"(39.0904, -77.1489)"
201340690,2303,210030420,08/05/2021 14:51,23C,1,Shoplifting,BETHESDA,5500 BLK  WISCONSIN AVE,CHEVY CHASE,MD,20815,MCPD,Retail - Clothing,D,2D1,772,5500,WISCONSIN,AVE,08/05/2021 17:31,,38.96406,-77.0881,2D,"(38.9641, -77.0881)"
201355601,9105,210049251,12/04/2021 15:34,90Z,1,All Other Offenses,ROCKVILLE,1500 BLK  ROCKVILLE PIK,ROCKVILLE,MD,20852,RCPD,Grocery/Supermarket,A,1A1,266,1500,ROCKVILLE,PIK,11/18/2021 08:52:00 AM,12/04/2021 17:00,39.06502,-77.1247,1D,"(39.065, -77.1247)"
201371541,9101,220014961,04/08/2022 13:22,90Z,1,All Other Offenses,GERMANTOWN,14200 BLK  JAEGER RD,CLARKSBURG,MD,20871,MCPD,Residence - Single Family,N,5N3,466,14200,JAEGER,RD,04/08/2022 13:22,,39.21693,-77.2958,5D,"(39.2169, -77.2958)"
201332089,1216,210019804,05/25/2021 06:46:50 PM,120,1,Robbery,BETHESDA,,BETHESDA,MD,20814,MCPD,Street - Commercial,D,2D2,33,,WOODMONT,AVE,05/25/2021 06:25:00 PM,05/25/2021 06:45:00 PM,38.98344338,-77.09616748,2D,"(38.9834, -77.0962)"
201325174,2203,210011467,03/26/2021 11:37:38 PM,220,1,Burglary/Breaking and Entering,SILVER SPRING,8500 BLK  GEORGIA AVE,SILVER SPRING,MD,20910,MCPD,Retail - Other,G,3G1,109,8500,GEORGIA,AVE,03/26/2021 11:37:00 PM,,38.99454538,-77.02685507,3D,"(38.9945, -77.0269)"
201355604,2303,210049255,12/04/2021 15:44,23C,1,Shoplifting,GERMANTOWN,26300 BLK  RIDGE RD,DAMASCUS,MD,20872,MCPD,Convenience Store,M,5M2,484,26300,RIDGE,RD,12/04/2021 14:49,,39.28873,-77.2048,5D,"(39.2887, -77.2048)"
201335902,9051,210024389,06/25/2021 04:12:41 PM,90Z,1,All Other Offenses,BETHESDA,6400 BLK  GOLDLEAF DR,BETHESDA,MD,20817,MCPD,Residence -Townhouse/Duplex,E,2.00E+01,25,6400,GOLDLEAF,DR,06/08/2021 16:12,,38.97065,-77.1307,2D,"(38.9706, -77.1307)"
201350670,2303,210042981,10/25/2021 04:27:50 PM,23C,1,Shoplifting,WHEATON,14000 BLK  GEORGIA AVE,SILVER SPRING,MD,20906,MCPD,Retail - Department/Discount Store,K,4K2,342,14000,GEORGIA,AVE,10/25/2021 04:27:00 PM,,39.0831,-77.0809,4D,"(39.0831, -77.0809)"
201335902,9199,210024389,06/25/2021 04:12:41 PM,90Z,1,All Other Offenses,BETHESDA,6400 BLK  GOLDLEAF DR,BETHESDA,MD,20817,MCPD,Residence -Townhouse/Duplex,E,2.00E+01,25,6400,GOLDLEAF,DR,06/08/2021 16:12,,38.97065,-77.1307,2D,"(38.9706, -77.1307)"
201363490,2304,220005519,02/08/2022 16:57,23G,1,Theft of Motor Vehicle Parts or Accessories,SILVER SPRING,10300 BLK  INSLEY ST,SILVER SPRING,MD,20902,MCPD,Street - Residential,G,3G2,173,10300,INSLEY,ST,02/06/2022 21:00,02/08/2022 15:00,39.02467,-77.0542,3D,"(39.0247, -77.0542)"
201325650,5212,210011894,03/30/2021 03:14:12 PM,520,1,Weapon Law Violations,SILVER SPRING,9200 BLK  COLESVILLE RD,SILVER SPRING,MD,20910,MCPD,Street - Other,G,3G2,117,9200,COLESVILLE,RD,03/30/2021 03:15:00 PM,,39.00533407,-77.02281666,3D,"(39.0053, -77.0228)"
201343543,1199,210033959,08/31/2021 02:21:38 AM,11D,1,Fondling,MONTGOMERY VILLAGE,18900 BLK  MILLS CHOICE RD,MONTGOMERY VILLAGE,MD,20886,MCPD,Residence - Apartment/Condo,R,6R2,546,18900,MILLS CHOICE,RD,08/31/2021 02:21:00 AM,,39.16698,-77.2084,6D,"(39.167, -77.2084)"
201325771,2404,210012124,04/01/2021 8:13,240,1,Motor Vehicle Theft,GERMANTOWN,20100 BLK  HALETHORPE LA,GERMANTOWN,MD,20876,MCPD,Parking Lot - Residential,M,5M1,471,20100,HALETHORPE,LA,03/31/2021 05:30:00 PM,04/01/2021 8:00,39.18476365,-77.23506976,5D,"(39.1848, -77.2351)"
201340816,2901,210030576,08/06/2021 15:34,290,1,Destruction/Damage/Vandalism of Property,BETHESDA,900 BLK  PROSE ST,ROCKVILLE,MD,20852,MCPD,Parking Garage - Commercial,D,2D4,188,900,PROSE,ST,08/06/2021 15:34,,39.05148,-77.1166,2D,"(39.0515, -77.1166)"
201340821,9199,210030589,08/06/2021 15:43,90Z,1,All Other Offenses,BETHESDA,2900 BLK  TERRACE DR,CHEVY CHASE,MD,20815,MCPD,Residence - Single Family,D,2D1,501,2900,TERRACE,DR,08/05/2021 13:45,08/05/2021 13:51,38.99592,-77.0586,2D,"(38.9959, -77.0586)"
201340843,9113,210030610,08/06/2021 19:57,90Z,1,All Other Offenses,BETHESDA,8800 BLK  LEONARD DR,SILVER SPRING,MD,20910,MCPD,Residence - Single Family,D,2D1,86,8800,LEONARD,DR,08/06/2021 19:57,,39.00012,-77.0438,2D,"(39.0001, -77.0438)"
201340850,2601,210030593,08/06/2021 18:40,26A,1,False Pretenses/Swindle/Confidence Game,BETHESDA,4800 BLK  RUGBY AVE,BETHESDA,MD,20814,MCPD,Residence - Single Family,D,2D2,49,4800,RUGBY,AVE,08/06/2021 18:40,,38.99128,-77.0968,2D,"(38.9913, -77.0968)"
201332953,2399,210020811,06/01/2021 19:37,23H,1,All other Larceny,MONTGOMERY VILLAGE,100 BLK  AUTUMN HILL WAY,GAITHERSBURG,MD,20877,MCPD,Residence - Other,P,6P1,434,100,AUTUMN HILL,WAY,04/21/2021 12:55:00 PM,04/25/2021 12:00:00 PM,39.1323357,-77.2048389,6D,"(39.1323, -77.2048)"
201333015,2303,210020680,06/01/2021 6:52,23C,1,Shoplifting,BETHESDA,6800 BLK  WISCONSIN AVE,CHEVY CHASE,MD,20815,MCPD,Retail - Department/Discount Store,D,2D2,14,6800,WISCONSIN,AVE,05/31/2021 09:57:00 PM,05/31/2021 10:00:00 PM,38.97782893,-77.0910426,2D,"(38.9778, -77.091)"
201340851,1313,210030580,08/06/2021 17:11,13B,1,Simple Assault,BETHESDA,10100 BLK  RIVER RD,POTOMAC,MD,20854,MCPD,Retail - Other,E,2.00E+04,215,10100,RIVER,RD,08/06/2021 17:11,,39.01674,-77.208,2D,"(39.0167, -77.208)"
201363513,2902,220004641,02/03/2022 2:01,290,1,Destruction/Damage/Vandalism of Property,WHEATON,300 BLK  STONINGTON RD,SILVER SPRING,MD,20902,MCPD,Residence - Single Family,L,4L1,362,300,STONINGTON,RD,02/03/2022 2:00,,39.05446,-77.0144,4D,"(39.0545, -77.0144)"
201343817,1399,210034295,09/01/2021 19:43,13B,1,Simple Assault,SILVER SPRING,11200 BLK  OAK LEAF DR,SILVER SPRING,MD,20901,MCPD,Residence - Apartment/Condo,I,3I1,518,11200,OAK LEAF,DR,08/31/2021 10:30:00 PM,,39.03898,-76.9956,3D,"(39.039, -76.9956)"
201343828,9199,210034302,09/01/2021 16:57,90Z,1,All Other Offenses,SILVER SPRING,14200 BLK  CASTLE BLV,SILVER SPRING,MD,20904,MCPD,Residence -Townhouse/Duplex,I,3I2,380,14200,CASTLE,BLV,09/01/2021 16:57,,39.08903,-76.9396,3D,"(39.089, -76.9396)"
201333239,2901,210020892,06/02/2021 10:13,290,1,Destruction/Damage/Vandalism of Property,WHEATON,2700 BLK  LEAF DROP CT,SILVER SPRING,MD,20906,MCPD,Residence - Apartment/Condo,K,4K1,347,2700,LEAF DROP,CT,06/01/2021 17:00,06/02/2021 8:30,39.10609803,-77.05699288,4D,"(39.1061, -77.057)"
201347701,1103,210039226,,11A,1,Forcible Rape,SILVER SPRING,8600 BLK  PINEY BRANCH RD,SILVER SPRING,MD,20901,MCPD,Residence - Apartment/Condo,H,3H1,127,8600,PINEY BRANCH,RD,09/30/2021 08:30:00 PM,09/30/2021 08:30:00 PM,38.99846,-77.0009,3D,"(38.9985, -77.0009)"
201365027,2303,220007340,02/19/2022 04:29:56 PM,23C,1,Shoplifting,BETHESDA,4800 BLK  EDGEMOOR LA,BETHESDA,MD,20814,MCPD,Liquor Store - Beer & Wine,D,2D2,50,4800,EDGEMOOR,LA,02/19/2022 04:30:00 PM,,0,0,2D,"(0.0, 0.0)"
201340746,1213,210030489,08/05/2021 23:01,120,1,Robbery,SILVER SPRING,500 BLK  THAYER AVE,SILVER SPRING,MD,20910,MCPD,Parking Lot - Residential,G,3G1,114,500,THAYER,AVE,08/05/2021 23:01,,38.99383658,-77.01156195,3D,"(38.9938, -77.0116)"
201327249,2399,210013232,04/09/2021 10:47,23H,1,All other Larceny,WHEATON,18300 BLK  VILLAGE CENTER DR,OLNEY,MD,20832,MCPD,Retail - Department/Discount Store,J,4J2,401,18300,VILLAGE CENTER,DR,04/01/2021 12:00,04/01/2021 0:00,39.15429734,-77.06431454,4D,"(39.1543, -77.0643)"
201333681,2399,210021687,06/07/2021 18:52,23H,1,All other Larceny,MONTGOMERY VILLAGE,9100 BLK  ROTHBURY DR,MONTGOMERY VILLAGE,MD,20886,MCPD,Parking Lot - Commercial,R,6R2,504,9100,ROTHBURY,DR,06/07/2021 16:00,06/07/2021 16:46,39.18526158,-77.18745686,6D,"(39.1853, -77.1875)"
201333704,2305,210021714,06/07/2021 22:03,23F,1,Theft From Motor Vehicle,MONTGOMERY VILLAGE,1  BLK  TRAVIS CT,GAITHERSBURG,MD,20879,MCPD,Parking Lot - Residential,R,6R2,545,1,TRAVIS,CT,06/06/2021 23:59,06/07/2021 4:05,39.16075012,-77.21570411,6D,"(39.1608, -77.2157)"
201326726,2202,210013257,04/09/2021 13:06,220,1,Burglary/Breaking and Entering,GERMANTOWN,18000 BLK  MATENY RD,GERMANTOWN,MD,20874,MCPD,Residence - Apartment/Condo,N,5N2,448,18000,MATENY,RD,04/09/2021 13:06,,39.14612056,-77.27473398,5D,"(39.1461, -77.2747)"
201327815,2404,210014595,04/19/2021 03:09:45 PM,240,1,Motor Vehicle Theft,ROCKVILLE,15900 BLK  FREDERICK RD,DERWOOD,MD,20855,MCPD,Parking Garage - Residential,A,1A4,746,15900,FREDERICK,RD,04/18/2021 11:30:00 PM,04/19/2021 02:45:00 PM,39.11561489,-77.1662036,1D,"(39.1156, -77.1662)"
201363538,2999,220005462,02/08/2022 12:06,290,1,Destruction/Damage/Vandalism of Property,MONTGOMERY VILLAGE,600 BLK  CLOPPER RD,GAITHERSBURG,MD,20878,MCPD,Parking Lot - Commercial,P,6P2,554,600,CLOPPER,RD,02/08/2022 12:00,,39.14262,-77.221,6D,"(39.1426, -77.221)"
201333947,2305,210021948,06/09/2021 13:10,23F,1,Theft From Motor Vehicle,MONTGOMERY VILLAGE,18200 BLK  CONTOUR RD,GAITHERSBURG,MD,20877,MCPD,Street - In vehicle,R,6R1,505,18200,CONTOUR,RD,06/09/2021 13:10,,39.15572655,-77.19970435,6D,"(39.1557, -77.1997)"
201328081,1305,210014919,04/21/2021 08:43:55 PM,13A,1,Aggravated Assault,MONTGOMERY VILLAGE,100 BLK  BOOKHAM LA,GAITHERSBURG,MD,20877,GPD,Residence - Single Family,P,6P3,419,100,BOOKHAM,LA,04/21/2021 08:43:00 PM,,39.1489211,-77.17520255,6D,"(39.1489, -77.1752)"
201343949,1399,210034419,09/02/2021 14:52,13B,1,Simple Assault,ROCKVILLE,200 BLK  RICHARD MONTGOMERY DR,ROCKVILLE,MD,20852,RCPD,School - Elementary/Secondary,A,1A3,262,200,RICHARD MONTGOMERY,DR,09/02/2021 8:00,09/02/2021 8:05,39.07938,-77.1447,1D,"(39.0794, -77.1447)"
201333365,3601,210021253,06/04/2021 17:50,11D,1,Forcible Fondling,WHEATON,12300 BLK  VALLEYWOOD DR,SILVER SPRING,MD,20902,MCPD,Residence - Single Family,L,4L1,330,12300,VALLEYWOOD,DR,05/01/2021 20:42,,39.05699869,-77.06500824,4D,"(39.057, -77.065)"
201326860,2308,210013315,04/09/2021 19:40,23D,1,Theft from Building,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902,MCPD,Retail - Mall,L,4L2,321,11100,VEIRS MILL,RD,04/09/2021 21:45,,39.0373839,-77.05168233,4D,"(39.0374, -77.0517)"
201350910,1313,210043322,10/27/2021 12:49:59 PM,13B,1,Simple Assault,SILVER SPRING,900 BLK  PHILADELPHIA AVE,SILVER SPRING,MD,20910,MCPD,Street - Commercial,G,3G1,92,900,PHILADELPHIA,AVE,10/27/2021 12:49:00 PM,,38.98829,-77.024,3D,"(38.9883, -77.024)"
201363534,2699,220003741,01/28/2022 11:26:02 AM,26A,1,False Pretenses/Swindle/Confidence Game,MONTGOMERY VILLAGE,800 BLK  DIAMOND DR,GAITHERSBURG,MD,20878,MCPD,Other/Unknown,P,6P2,449,800,DIAMOND,DR,01/27/2022 12:00:00 PM,,39.14191,-77.2169,6D,"(39.1419, -77.2169)"
201327578,2404,210014318,04/17/2021 07:58:22 AM,240,1,Motor Vehicle Theft,ROCKVILLE,1300 BLK  1ST ST,ROCKVILLE,MD,20850,MCPD,Parking Lot - Residential,A,1A2,287,1300,1ST,ST,04/16/2021 09:00:00 PM,04/17/2021 07:45:00 AM,39.09541443,-77.1354132,1D,"(39.0954, -77.1354)"
201333982,1315,210022015,06/09/2021 18:31,13A,1,Aggravated Assault,GERMANTOWN,13600 BLK  PALMETTO CIR,GERMANTOWN,MD,20874,MCPD,Residence -Townhouse/Duplex,N,5N2,596,13600,PALMETTO,CIR,06/09/2021 18:31,,39.17341225,-77.28403835,5D,"(39.1734, -77.284)"
201344146,1101,210034740,09/04/2021 17:29,11A,1,Forcible Rape,ROCKVILLE,1100 BLK  HIGGINS PL,ROCKVILLE,MD,20852,MCPD,Residence - Apartment/Condo,A,1A2,300,1100,HIGGINS,PL,09/03/2021 17:29,,39.06341,-77.1188,1D,"(39.0634, -77.1188)"
201344146,2399,210034740,09/04/2021 17:29,23H,1,All other Larceny,ROCKVILLE,1100 BLK  HIGGINS PL,ROCKVILLE,MD,20852,MCPD,Residence - Apartment/Condo,A,1A2,300,1100,HIGGINS,PL,09/03/2021 17:29,,39.06341,-77.1188,1D,"(39.0634, -77.1188)"
201350918,5212,210043340,10/27/2021 01:25:49 PM,520,1,Weapon Law Violations,WHEATON,11800 BLK  MONTICELLO AVE,SILVER SPRING,MD,20902,MCPD,School/College - DO NOT USE,L,4L1,363,11800,MONTICELLO,AVE,10/27/2021 12:00:00 PM,,39.04954,-77.0306,4D,"(39.0495, -77.0306)"
201327946,2399,210014736,04/20/2021 01:42:01 PM,23H,1,All other Larceny,SILVER SPRING,8700 BLK  1ST AVE,SILVER SPRING,MD,20910,MCPD,Other/Unknown,G,3G1,95,8700,1ST,AVE,04/19/2021 06:45:00 PM,04/20/2021 08:00:00 AM,38.99738946,-77.03178527,3D,"(38.9974, -77.0318)"
201362305,1103,220004038,01/30/2022 07:12:10 PM,11A,1,Forcible Rape,MONTGOMERY VILLAGE,18000 BLK  CACTUS CT,GAITHERSBURG,MD,20877,MCPD,Residence -Townhouse/Duplex,R,6R3,542,18000,CACTUS,CT,01/29/2022 11:00:00 PM,,39.15176,-77.1543,6D,"(39.1518, -77.1543)"
201327946,2605,210014736,04/20/2021 01:42:01 PM,26B,1,Credit Card/Automatic Teller Machine Fraud,SILVER SPRING,8700 BLK  1ST AVE,SILVER SPRING,MD,20910,MCPD,Other/Unknown,G,3G1,95,8700,1ST,AVE,04/19/2021 06:45:00 PM,04/20/2021 08:00:00 AM,38.99738946,-77.03178527,3D,"(38.9974, -77.0318)"
201344147,2502,210034746,09/04/2021 18:46,250,1,Counterfeiting/Forgery,GERMANTOWN,20000 BLK  AIRCRAFT DR,GERMANTOWN,MD,20874,MCPD,Retail - Other,N,5N1,702,20000,AIRCRAFT,DR,04/13/2021 12:00:00 AM,09/04/2021 18:46,39.18453,-77.2635,5D,"(39.1845, -77.2635)"
201334345,2303,210022372,06/11/2021 20:02,23C,1,Shoplifting,WHEATON,12200 BLK  VEIRS MILL RD,SILVER SPRING,MD,20906,MCPD,Retail - Drug Store/Pharmacy,K,4K2,307,12200,VEIRS MILL,RD,06/11/2021 19:20,06/11/2021 20:02,39.05615163,-77.08260269,4D,"(39.0562, -77.0826)"
201344183,2404,210034792,09/05/2021 3:16,240,1,Motor Vehicle Theft,SILVER SPRING,8200 BLK  GEORGIA AVE,SILVER SPRING,MD,20910,MCPD,Street - In vehicle,G,3G1,93,8200,GEORGIA,AVE,09/05/2021 3:29,,38.99171,-77.0272,3D,"(38.9917, -77.0272)"
201350915,9107,210043337,10/27/2021 01:25:48 PM,90Z,1,All Other Offenses,MONTGOMERY VILLAGE,1  BLK  SHADY SPRING PL,GAITHERSBURG,MD,20877,MCPD,Residence -Townhouse/Duplex,R,6R3,542,1,SHADY SPRING,PL,10/26/2021 12:00:00 PM,10/27/2021 12:00:00 AM,39.14416,-77.1603,6D,"(39.1442, -77.1603)"
201347749,3562,210039293,10/03/2021 13:40,35A,1,Drug/Narcotic Violations,SILVER SPRING,,SILVER SPRING,MD,20910,MCPD,Street - In vehicle,G,3G2,98,,GEORGIA,AVE,10/03/2021 13:40,,0,0,3D,"(0.0, 0.0)"
201347731,2899,210039274,10/01/2021 16:46,280,1,Stolen Property Offenses,TAKOMA PARK,6500 BLK  ALLEGHENY AVE,TAKOMA PARK,MD,20912,TPPD,Residence - Driveway,,,802,6500,ALLEGHENY,AVE,09/30/2021 04:46:00 PM,10/01/2021 0:00,38.96987,-77.005,TPPD,"(38.9699, -77.005)"
201334437,1314,210022528,06/13/2021 12:33:06 AM,13A,1,Aggravated Assault,SILVER SPRING,9300 BLK  PINEY BRANCH RD,SILVER SPRING,MD,20903,MCPD,Street - Other,H,3H1,133,9300,PINEY BRANCH,RD,06/13/2021 12:33:00 AM,06/13/2021 12:33:00 AM,39.00126358,-76.98717789,3D,"(39.0013, -76.9872)"
201347727,2305,210039263,10/03/2021 9:18,23F,1,Theft From Motor Vehicle,GERMANTOWN,24100 BLK  BUSH HILL RD,GAITHERSBURG,MD,20882,MCPD,Street - Residential,M,5M2,620,24100,BUSH HILL,RD,10/03/2021 9:18,,39.25082,-77.2004,5D,"(39.2508, -77.2004)"
201363540,9101,220005578,02/09/2022 7:39,90Z,1,All Other Offenses,SILVER SPRING,1  BLK  FEATHERWOOD CT,SILVER SPRING,MD,20904,MCPD,Residence - Apartment/Condo,I,3I1,147,1,FEATHERWOOD,CT,02/09/2022 7:39,,39.05856,-76.9721,3D,"(39.0586, -76.9721)"
201328395,1215,210015282,04/24/2021 12:50:23 PM,120,1,Robbery,MONTGOMERY VILLAGE,400 BLK  ALLIED PL,GAITHERSBURG,MD,20877,GPD,Street - Other,P,6P3,419,400,ALLIED,PL,04/24/2021 12:00:00 PM,04/24/2021 12:15:00 PM,39.15053897,-77.19142922,6D,"(39.1505, -77.1914)"
201359576,9105,210053228,12/30/2021 03:48:01 PM,90Z,1,All Other Offenses,SILVER SPRING,13800 BLK  OLD COLUMBIA PIK,SILVER SPRING,MD,20904,MCPD,Other/Unknown,I,3I2,379,13800,OLD COLUMBIA,PIK,12/25/2021 06:30:00 PM,,39.08227,-76.9537,3D,"(39.0823, -76.9537)"
201334437,5212,210022528,06/13/2021 12:33:06 AM,520,1,Weapon Law Violations,SILVER SPRING,9300 BLK  PINEY BRANCH RD,SILVER SPRING,MD,20903,MCPD,Street - In vehicle,H,3H1,133,9300,PINEY BRANCH,RD,06/13/2021 12:33:00 AM,06/13/2021 12:33:00 AM,39.00126358,-76.98717789,3D,"(39.0013, -76.9872)"
201328252,2404,210015113,04/23/2021 11:18:30 AM,240,1,Motor Vehicle Theft,ROCKVILLE,12000 BLK  PARKLAWN DR,ROCKVILLE,MD,20852,MCPD,Parking Lot - Commercial,A,1A2,306,12000,PARKLAWN,DR,04/05/2021 8:00,04/14/2021 08:00:00 PM,39.05349891,-77.1067642,1D,"(39.0535, -77.1068)"
201329004,2999,210015882,04/28/2021 05:24:32 PM,290,1,Destruction/Damage/Vandalism of Property,MONTGOMERY VILLAGE,18700 BLK N FREDERICK AVE,GAITHERSBURG,MD,20879,GPD,Residence - Apartment/Condo,R,6R2,545,18700,FREDERICK,AVE,04/28/2021 09:00:00 AM,04/28/2021 06:28:00 PM,39.16260284,-77.22526207,6D,"(39.1626, -77.2253)"
201329004,5013,210015882,04/28/2021 05:24:32 PM,90Z,1,All Other Offenses,MONTGOMERY VILLAGE,18700 BLK N FREDERICK AVE,GAITHERSBURG,MD,20879,GPD,Residence - Apartment/Condo,R,6R2,545,18700,FREDERICK,AVE,04/28/2021 09:00:00 AM,04/28/2021 06:28:00 PM,39.16260284,-77.22526207,6D,"(39.1626, -77.2253)"
201363542,9105,220005584,02/09/2022 9:08,90Z,1,All Other Offenses,MONTGOMERY VILLAGE,10300 BLK  RIDGELINE DR,MONTGOMERY VILLAGE,MD,20886,MCPD,Other/Unknown,R,6R2,546,10300,RIDGELINE,DR,02/08/2022 15:00,,39.17484,-77.2076,6D,"(39.1748, -77.2076)"
201344246,9199,210028607,07/23/2021 08:42:21 PM,90Z,1,All Other Offenses,SILVER SPRING,8500 BLK  2ND AVE,SILVER SPRING,MD,20910,MCPD,Residence - Apartment/Condo,G,3G1,95,8500,2ND,AVE,07/23/2021 08:42:00 PM,,38.99478,-77.0303,3D,"(38.9948, -77.0303)"
201341300,2305,210029216,07/28/2021 08:36:43 AM,23F,1,Theft From Motor Vehicle,BETHESDA,2600 BLK  SPENCER RD,CHEVY CHASE,MD,20815,MCPD,Street - Residential,D,2D1,501,2600,SPENCER,RD,07/27/2021 06:00:00 PM,07/28/2021 07:30:00 AM,38.99421,-77.0531,2D,"(38.9942, -77.0531)"
201344263,2399,210034891,09/05/2021 20:11,23H,1,All other Larceny,SILVER SPRING,8200 BLK  GEORGIA AVE,SILVER SPRING,MD,20910,MCPD,Street - Commercial,G,3G1,93,8200,GEORGIA,AVE,09/05/2021 20:11,,38.99171,-77.0272,3D,"(38.9917, -77.0272)"
201344275,2404,210034907,09/06/2021 0:33,240,1,Motor Vehicle Theft,SILVER SPRING,10200 BLK  NEW HAMPSHIRE AVE,SILVER SPRING,MD,20903,MCPD,Street - Other,H,3H2,141,10200,NEW HAMPSHIRE,AVE,09/06/2021 0:28,09/06/2021 0:00,39.0223,-76.9775,3D,"(39.0223, -76.9775)"
201341363,3560,210030482,08/05/2021 21:57,35A,1,Drug/Narcotic Violations,SILVER SPRING,9200 BLK  NEW HAMPSHIRE AVE,SILVER SPRING,MD,20903,MCPD,Street - Residential,H,3H2,137,9200,NEW HAMPSHIRE,AVE,08/05/2021 17:30,08/05/2021 22:00,39.00626,-76.981,3D,"(39.0063, -76.981)"
